-00106,000250,003968,000000,000000,000000,0.0000,-0.0000,-0.0000,-0.0000
-00091,000256,003948,000007,000003,000001,0.0000,-0.0000,-0.0000,-0.0000
-00095,000262,004000,000001,-00003,000001,0.0000,-0.0000,-0.0000,-0.0000
-00090,000249,003972,-00002,-00001,000000,0.0000,-0.0000,-0.0000,-0.0000
-00080,000249,003989,000000,-00002,-00002,0.0000,-0.0000,-0.0000,-0.0000
-00117,000259,003980,000001,-00003,-00002,0.0000,-0.0000,-0.0000,-0.0000
-00110,000257,003965,-00004,000004,000000,0.0000,-0.0000,-0.0000,-0.0000
-00097,000261,003973,000002,-00002,-00002,0.0000,-0.0000,-0.0000,-0.0000
-00105,000263,003987,-00004,000002,-00001,0.0000,-0.0000,-0.0000,-0.0000
-00109,000246,003967,000004,-00003,000000,0.0000,-0.0000,-0.0000,-0.0000
-00088,000264,004010,-00003,-00001,-00002,0.0000,-0.0000,-0.0000,-0.0000
-00088,000259,003950,-00004,000002,000000,0.0000,-0.0000,-0.0000,-0.0000
-00095,000267,004004,000001,000001,-00001,0.0000,-0.0000,-0.0000,-0.0000
-00090,000248,003957,-00003,-00001,-00003,0.0000,-0.0000,-0.0000,-0.0000
-00101,000241,003995,000002,000001,-00001,0.0000,-0.0000,-0.0000,-0.0000
-00092,000252,003979,000001,000001,-00001,0.0000,-0.0000,-0.0000,-0.0000
-00118,000257,003963,-00002,000004,-00003,0.0000,-0.0000,-0.0000,-0.0000
-00096,000268,003978,000000,-00002,-00004,0.0000,-0.0000,-0.0000,-0.0000
-00090,000245,004004,-00002,000003,-00002,0.0000,-0.0000,-0.0000,-0.0000
-00096,000284,003983,000002,000001,000001,0.0000,-0.0000,-0.0000,-0.0000
-00110,000254,003972,000003,-00001,-00001,0.0000,-0.0000,-0.0000,-0.0000
-00108,000254,003986,-00003,000004,-00004,0.0000,-0.0000,-0.0000,-0.0000
-00107,000270,003982,000000,-00002,-00001,0.0000,-0.0000,-0.0000,-0.0000
-00097,000262,003977,-00002,-00001,-00002,0.0000,-0.0000,-0.0000,-0.0000
-00082,000256,003967,000002,-00001,000000,0.0000,-0.0000,-0.0000,-0.0000
-00081,000258,003958,-00003,000001,-00002,0.0000,-0.0000,-0.0000,-0.0000
-00070,000247,003977,-00003,-00001,000001,0.0000,-0.0000,-0.0000,-0.0000
-00093,000265,003968,-00003,-00001,-00002,0.0000,-0.0000,-0.0000,-0.0000
-00101,000273,003996,-00002,000002,-00004,0.0000,-0.0000,-0.0000,-0.0000
-00094,000299,003996,000000,000003,000001,0.0000,-0.0000,-0.0000,-0.0000
-00098,000257,003967,-00001,-00001,000002,0.0000,-0.0000,-0.0000,-0.0000
-00084,000248,003962,000000,000004,000000,0.0000,-0.0000,-0.0000,-0.0000
-00087,000269,003985,000001,000002,-00002,0.0000,-0.0000,-0.0000,-0.0000
-00089,000257,004000,000000,000002,-00001,0.0000,-0.0000,-0.0000,-0.0000
-00099,000254,003962,-00004,-00001,000000,0.0000,-0.0000,-0.0000,-0.0000
-00106,000252,003993,000001,000001,-00002,0.0000,-0.0000,-0.0000,-0.0000
-00112,000244,003991,-00001,000002,-00001,0.0000,-0.0000,-0.0000,-0.0000
-00091,000260,003965,-00002,000003,-00004,0.0000,-0.0000,-0.0000,-0.0000
-00110,000253,003991,000002,-00003,-00002,0.0000,-0.0000,-0.0000,-0.0000
-00088,000261,003976,-00002,000002,-00001,0.0000,-0.0000,-0.0000,-0.0000
-00109,000254,004001,000000,-00003,-00001,0.0000,-0.0000,-0.0000,-0.0000
-00085,000276,003966,-00003,-00001,-00001,0.0000,-0.0000,-0.0000,-0.0000
-00081,000268,003995,000001,-00001,000002,0.0000,-0.0000,-0.0000,-0.0000
-00077,000270,003992,-00001,000001,000001,0.0000,-0.0000,-0.0000,-0.0000
-00074,000282,003955,-00002,000001,000000,0.0000,-0.0000,-0.0000,-0.0000
-00080,000279,003952,-00002,-00001,000000,0.0000,-0.0000,-0.0000,-0.0000
-00088,000281,003971,000002,000003,000000,0.0000,-0.0000,-0.0000,-0.0000
-00100,000274,003981,000000,000004,000000,0.0000,-0.0000,-0.0000,-0.0000
-00094,000275,003966,-00001,000003,000000,0.0000,-0.0000,-0.0000,-0.0000
-00104,000266,003998,-00003,000002,-00001,0.0000,-0.0000,-0.0000,-0.0000
-00117,000252,003977,000001,000000,000000,0.0000,-0.0000,-0.0000,-0.0000
-00100,000248,003960,000000,000003,-00001,0.0000,-0.0000,-0.0000,-0.0000
-00085,000247,003990,000000,000001,000000,0.0000,-0.0000,-0.0000,-0.0000
-00092,000253,004001,-00002,-00001,000001,0.0000,-0.0000,-0.0000,-0.0000
-00095,000257,003999,-00004,000001,-00001,0.0000,-0.0000,-0.0000,-0.0000
-00090,000257,003993,000001,-00001,-00003,0.0000,-0.0000,-0.0000,-0.0000
-00079,000266,003973,-00001,-00001,-00002,0.0000,-0.0000,-0.0000,-0.0000
-00098,000247,004021,-00001,000000,-00004,0.0000,-0.0000,-0.0000,-0.0000
-00096,000247,003991,-00003,000002,-00002,0.0000,-0.0000,-0.0000,-0.0000
-00126,000255,003993,-00002,000000,000001,0.0000,-0.0000,-0.0000,-0.0000
-00104,000268,003993,-00005,000000,-00001,0.0000,-0.0000,-0.0000,-0.0000
-00103,000270,003974,000000,-00001,-00002,0.0000,-0.0000,-0.0000,-0.0000
-00106,000258,003983,000000,000000,-00001,0.0000,-0.0000,-0.0000,-0.0000
-00097,000269,003986,-00002,-00001,-00001,0.0000,-0.0000,-0.0000,-0.0000
-00106,000273,003975,-00002,-00001,000000,0.0000,-0.0000,-0.0000,-0.0000
-00094,000266,003999,000000,-00001,-00002,0.0000,-0.0000,-0.0000,-0.0000
-00098,000267,003987,-00001,000004,-00003,0.0000,-0.0000,-0.0000,-0.0000
-00077,000272,004003,-00001,-00001,-00001,0.0000,-0.0000,-0.0000,-0.0000
